Progress,UserLanguage,Collection,LE3.199,LE3.200,LE3.201,LE5.012,LE5.013,LE5.014,LE5.015,LE5.016,LE5.017,LE5.018,LE5.019,LE5.020,LE5.021,LE5.022,LE5.023,LE5.024,LE5.025,LE5.026,LE5.027,LE5.028,LE5.029,LE5.030,LE5.031
100,RU,General Collection,Strongly agree,Agree,Agree,All the genes in DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,More than 90% the same, , , , , ,False,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Strongly agree,Strongly agree,Strongly agree,All the genes in DNA, GCTA, , , ,More than 99%,One gene, , , , , ,100% identical, , , , , ,False,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Agree,Agree,Strongly agree,All the genes in DNA, GCTA, , , ,75%,Many genes, , , , , ,More than 90% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Strongly agree,Strongly agree,Strongly agree,All the genes in DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
6,ES-ES,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
100,RU,General Collection,Strongly agree,Agree,Disagree,The entire sequence of an individual's DNA, GCTA, , , ,75%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Agree,Strongly agree,Strongly agree,The entire sequence of an individual's DNA, GCTA, , , ,90%,One gene, , , , , ,More than 90% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
37,ES-ES,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
39,ES-ES,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
60,ES-ES,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
80,ES-ES,General Collection,Strongly agree,Strongly agree,Strongly agree,The entire sequence of an individual's DNA, GCTA, , , ,Less 50%,One gene, , , , , ,Entirely different, , , , , ,True,Approximately 30% of people will experience insomnia at some point in their lives
33,ES-ES,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
37,ES-ES,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
60,ES-ES,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
62,ES-ES,General Collection,Agree,Agree,Agree, , , , , , , , , , , , , , , , , , , , 
100,RU,General Collection,Agree,Agree,Agree,All the genes in DNA, GCTA, , , ,90%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,All the genes in DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
6,ES-ES,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
37,ES-ES,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
100,RU,General Collection,Agree,Agree,Agree,The entire sequence of an individual's DNA, GCTA, , , ,75%,Many genes, , , , , ,About 50% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Agree,Strongly agree,Strongly agree,The entire sequence of an individual's DNA, GCTA, , , ,Less 50%,One gene, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Strongly agree,Strongly agree,Strongly agree,All the genes in DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,About 50% the same, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
6,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
31,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
100,RU,General Collection,Strongly agree,Strongly agree,Strongly agree,All the genes in DNA, GHPO, , , ,Less 50%,Many genes, , , , , ,100% identical, , , , , ,False,There is an approximately 30% chance that someone will pass insomnia onto their children
47,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
100,RU,General Collection,Agree,Agree,Agree,All the genes in DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
10,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
4,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
8,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
37,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
10,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
6,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
49,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
39,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
33,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
6,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
37,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
4,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
31,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
29,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
85,RU,General Collection,Agree,Agree,Agree,The entire sequence of an individual's DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,More than 90% the same, , , , , ,False,If someone has insomnia this is approximately 30% due to their genes
71,RU,General Collection,Strongly agree,Strongly disagree,Strongly disagree,All the genes in DNA, GHPO, , , ,Less 50%,Many genes, , , , , ,Entirely different, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
6,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
6,ES-ES,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
29,ES-ES,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
10,EN,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
85,ES-ES,General Collection,Strongly agree,Agree,Agree,The entire sequence of an individual's DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,About 50% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
47,ES-ES,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
6,ES-ES,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
6,ES-ES,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
32,ES-ES,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
31,ES-ES,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
8,ES-ES,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
99,RU,General Collection,Agree,Strongly agree,Strongly agree,All the genes in DNA, GHPO, , , ,Less 50%,Many genes, , , , , ,More than 90% the same, , , , , ,False,Approximately 30% of people will experience insomnia at some point in their lives
33,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
6,ES-ES,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
6,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
6,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
6,ES-ES,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
62,ES-ES,General Collection,Strongly agree,Agree,Agree, , , , , , , , , , , , , , , , , , , , 
100,ES-ES,General Collection,Strongly agree,Strongly agree,Strongly agree,The entire sequence of an individual's DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
41,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
6,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
43,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
37,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
6,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
62,RU,General Collection,Strongly agree,Agree,Neither agree nor disagree, , , , , , , , , , , , , , , , , , , , 
10,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
10,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
29,ES-ES,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
31,ES-ES,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
6,EN,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
6,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
100,RU,General Collection,Agree,Strongly agree,Strongly agree,All the genes in DNA, GCTA, , , ,75%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Agree,Strongly agree,Strongly agree,The entire sequence of an individual's DNA, HTPR, , , ,Less 50%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Agree,Strongly agree,Strongly agree,The entire sequence of an individual's DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,100% identical, , , , , ,False,Approximately 30% of people will experience insomnia at some point in their lives
85,ES-ES,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
34,ES-ES,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
100,RU,General Collection,Agree,Agree,Agree,All the genes in DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,100% identical, , , , , ,True,Genetic influences account for approximately 30% of the differences between people in insomnia
38,ES-ES,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
37,ES-ES,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
31,ES-ES,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
69,ES-ES,General Collection,Strongly agree,Strongly agree,Strongly agree,Gene expression, GHPO, , , ,Less 50%,One gene, , , , , ,About 50% the same, , , , , ,True,Approximately 30% of people will experience insomnia at some point in their lives
60,ES-ES,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
85,ES-ES,General Collection,Strongly disagree,Strongly disagree,Strongly disagree,The entire sequence of an individual's DNA, , , , ,Less 50%,One gene, , , , , , , , , , , ,True,Genetic influences account for approximately 30% of the differences between people in insomnia
6,EN,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
6,ES-ES,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
33,ES-ES,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
6,ES-ES,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
6,ES-ES,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
6,ES-ES,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
6,ES-ES,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
31,ES-ES,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
100,RU,General Collection,Agree,Agree,Agree,All the genes in DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,More than 90% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
99,RU,General Collection,Agree,Neither agree nor disagree,Neither agree nor disagree,The entire sequence of an individual's DNA, GHPO, , , ,Less 50%,One gene, , , , , ,More than 90% the same, , , , , ,False,If someone has insomnia this is approximately 30% due to their genes
6,ES-ES,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
100,RU,General Collection,Agree,Strongly agree,Strongly agree,The entire sequence of an individual's DNA, GCTA, , , ,More than 99%,One gene, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Strongly agree,Strongly agree,Strongly agree,The entire sequence of an individual's DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,100% identical, , , , , ,False,Genetic influences account for approximately 30% of the differences between people in insomnia
